,Charity_Legal_Name,Address_Line_1,Town_City,State,Postcode,Country,Charity_Website,Advancing_Education,Promoting_or_protecting_human_rights,Advancing_social_or_public_welfare,Children,Families,Females,Financially_Disadvantaged,Males,People_at_risk_of_homelessness
10662,Dwellers Common Equity Rental Cooperative Ltd,PO BOX 412,ASCOT VALE,VIC,3032,AUSTRALIA,,,,,,,,,,
10663,LIGHT OF CHRIST ASSEMBLY OF GOD CHURCH,3 Tackle Dr,Point Cook,Victoria,3030,Australia,,,,,Y,Y,Y,,Y,
10664,Bass Coast Adult Learning Inc.,,,,,Australia,www.basscoastadulted.org.au,Y,,,,,Y,Y,Y,Y
10665,The Trustee For The Fyt Melbourne Trust,L 12 440 Collins St,Melbourne,Victoria,3000,Australia,,,,,,,,,,
10666,Darebin Information Volunteer & Resource Service Incorporated,285 High St,Preston,Victoria,3072,Australia,www.divrs.org.au,,,Y,Y,Y,Y,Y,Y,Y
10667,Starlight Children's Foundation Australia,L3 80-84 Chandos St,Naremburn,New South Wales,2065,Australia,www.starlight.org.au,,,,Y,Y,Y,Y,Y,
10668,Langwarrin Congregation of Jehovah's Witnesses,35 Mcclelland Dr,Skye,Victoria,3977,Australia,,,,,,,,,,
10669,St Leonards Catholic Church Glen Waverley,349 Springvale Road,Glen Waverley,VIC,3150,,http://pol.org.au/glenwaverley,,,,Y,Y,Y,Y,Y,Y
10670,Anchor Inc,44 Lakeview Dr,Scoresby,Victoria,3179,Australia,www.anchor.org.au,,,,Y,Y,Y,Y,Y,Y
10671,Inglewood Eucalyptus Distillery Museum Incorporated,Po Box 80,Inglewood,Victoria,3517,Australia,http://inglewood.vic.au/eucy-museum/,,,,Y,Y,,,,
10672,Trustee for the Leibler Yavneh College Scholarship Fund,PO BOX 164,CAULFIELD SOUTH,VIC,3162,Australia,www.yavneh.vic.edu.au/,Y,,,,,,,,
10673,St John The Baptist Church Ferntree Gully,19 Forest Road,Ferntree Gully,VIC,3156,,http://www.stjohnthebaptist.net.au,,,,Y,Y,Y,Y,Y,Y
10674,Independence Australia Group Limited,Building 1,West Footscray,VIC,3012,Australia,www.independenceaustralia.com/,,,,,,,,,
10675,MZURI DANCE ARTISTREE FUND INC.,L 19 180 Lonsdale St,Melbourne,Victoria,3000,Australia,https://www.mzuridanceartistree.org/,,,,Y,Y,,Y,,Y
10676,Overseas Chinese Christian Church - Melbourne Eastern Ministry Inc.,Inala Village Blackburn South,Blackburn South,Victoria,3130,Australia,http://overseaschinesechristianchurch.com.au/index.html,,,,,,Y,,Y,
10677,Sindhi Sangat Australia,4 Finchley Street,Clovelly Park,South Australia,5042,Australia,https://www.ssaus.org.au/,,,,Y,Y,Y,,,
10678,Computing and Information Systems Students Association,"Level 8, Doug McDonell Building",Parkville,VIC,3010,Australia,https://cissa.org.au,Y,,,,,,,,
10679,VICTORIAN WOMEN'S BENEVOLENT TRUST,L 9 313 La Trobe St,Melbourne,Victoria,3000,Australia,www.vwt.org.au,,,,,,Y,,,
10680,Trustees of Kildare Ministries,,,,,Australia,https://www.kildareministries.org.au/,Y,,,Y,Y,Y,Y,Y,
10681,St Marys Cathedral Parish Sale,47 Foster St,Sale,VIC,3850,,www.cdsale.org.au,,,,,,,,,
10682,Good Shepherd Lutheran Church Ringwood,55-57 Wantirna Rd,Ringwood,Victoria,3134,Australia,ringwoodknoxparish.org.au,,,,,Y,Y,,Y,
10683,Mental Health Foundation Australia,450-460j Chapel St,South Yarra,Victoria,3141,Australia,www.mhfa.org.au/,,,,,Y,Y,Y,Y,
10684,Brighton Grammar School Foundation Limited,Brighton Grammar School,Brighton,Victoria,3186,Australia,www.brightongrammar.vic.edu.au,Y,,,Y,Y,,Y,,
10685,OAKLEIGH GLEN PTY. LTD.,L 12 135 King St,Sydney,New South Wales,2000,Australia,https://japara.com.au/,,,Y,,,,Y,,
10686,All Saints' Anglican Church East St Kilda,2 Chapel St,St Kilda,Victoria,3182,Australia,https://www.allsaints.org.au/,,,,,,,,,
10687,Salter Foundation,3 Hector St,Brighton,Victoria,3186,Australia,www.salterfoundation.org.au,,,,,,,,,
10688,Australian And New Zealand Intensive Care Society,"Suite 1.01, Level 1",Camberwell,VIC,3124,Australia,anzics.com.au,,,,,,,,,
10689,The Trustee For The South West Community Foundation Open Fund,257 Timor St,Warrnambool,Victoria,3280,Australia,www.southwestcommunityfoundation.org,,,Y,,,,,,
10690,One2One Gillies Street Church Of Christ,121 Gillies St S,Alfredton,Victoria,3350,Australia,www.churchone2one.org.au,,,,,Y,,,,
10691,Merriwa Industries Limited,144 Greta Rd,Wangaratta,Victoria,3677,Australia,www.merriwa.org.au,,,,,Y,Y,,Y,
10692,Companion Animal Network Australia,1-19 Cormack Rd,Wingfield,South Australia,5013,Australia,www.australiacan.org.au,,,,,,,,,
10693,Southern Grampians Life Centres Inc,38 Kenny St,Hamilton,Victoria,3300,Australia,www.sglifecentre.com.au,,,,Y,Y,Y,Y,Y,Y
10694,Western Port Seagrass Partnership Limited,Po Box 2590,Mount Waverley,Victoria,3149,Australia,http://www.seagrass.com.au,,,,,,,,,
10695,Uniting (Victoria and Tasmania) Limited,L 4 130 Lonsdale Street,Melbourne,Victoria,3000,Australia,https://www.unitingvictas.org.au,,,Y,Y,Y,,Y,,Y
10696,The Trustee For The Charles Wood Bursary Fund,209 Flinders Lane,Melbourne,VIC,3000,,www.melbourneanglican.org.au,,,,,,,,,
10697,The Page Research Centre Limited,7 National Cct,Barton,Australian Capital Territory,2600,Australia,www.page.org.au,,,Y,,,,Y,,
10698,Calvary Health Care Bethlehem Limited,Level 12,Sydney,NSW,2000,AUSTRALIA,www.calvarycare.org.au,,,,,,,,,
10699,Africause,144-148 Nicholson St,Footscray,Victoria,3011,Australia,www.africause.org.au,,,Y,Y,,,Y,,Y
10700,Melbourne Girls Grammar - An Anglican School,86 Anderson St,South Yarra,Victoria,3141,Australia,www.mggs.vic.edu.au,Y,,,Y,,Y,,,
10701,Greek Orthodox Archdiocese Of Aust Second Archdiocese District,,,,,Australia,,,,,,,,,,
10702,Maritime Employees Training Limited,"Suite B, Level 2",Sydney,NSW,2000,Australia,www.metl.com.au,Y,,,,,Y,,,
10703,The Trustee For Ratcliff Ernest Henry Montague Estate,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
10704,Women's Association South East Melbourne Australia (WASEMA) Inc.,Level 3,Dandenong South,VIC,3175,Australia,https://wasema.org.au/,Y,,,,,Y,,,
10705,Sovereign Hospitaller Order Of Saint John Of Jerusalem Knights Of Malta,GPO BOX 3437,Sydney,New South Wales,2000,Australia,,,,,Y,Y,Y,,,Y
10706,GREEK ORTHODOX ARCHDIOCESE OF AUSTRALIA CONSOLIDATED TRUST HOLY MONASTERY OF PANAGIA GORGOEPIKOOS BUILDING FUND,CNR MONASTERY CRT & BLUESTONE BRIDGE ROA,LOVELY BANKS,VIC,3221,AUSTRALIA,,,,,,,,,,
10707,Greensborough Pre School Inc,Greensborough Pre School,Greensborough,Victoria,3088,Australia,www.greensboroughpreschool.vic.edu.au,Y,,,,,,,,
10708,St Itas Primary School,50 Victoria St,DROUIN,VIC,3818,,www.stidrouin.catholic.edu.au,Y,,,Y,,,,,
10709,Doris Thelma Rowe Estate,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
10710,The Young Men's Christian Association Of Victoria Incorporated,,,,,,https://victoria.ymca.org.au/,,,Y,Y,,,Y,,
10711,West Turk Housing & Elderly Services Co-operative Ltd,Po Box 361,St Albans,Victoria,3021,Australia,http://www.westturkhousing.org.au,,,,Y,Y,Y,Y,,Y
10712,Disciples Of Christ Inc,54 Stringybark Ct,Linton,Victoria,3360,Australia,houghongod.com.au,,,,,,,,,
10713,Anglican Parish Of St Silas And St Anselm Albert Park,99 Bridport St,Albert Park,Victoria,3206,Australia,www.parishoftheparks.com.au,,,,Y,Y,,,,
10714,The AET Foundation,AET limited,ADELAIDE,SA,5001,AUSTRALIA,,,,,,,,,,
10715,Kasih Project Inc,4 Ashburn Gr,Ashburton,Victoria,3147,Australia,https://www.facebook.com/kasih.project,Y,,Y,,,,Y,,Y
10716,Lutheran Church Of The Good Shepherd Hamilton,,,,,Australia,,,,,Y,Y,,,,
10717,Leaper Foundation,L 10 U 1004 150 Clarendon St,East Melbourne,Victoria,3002,Australia,,,,,,,,,,
10718,Lakes Entrance Congregation of Jehovah's Witnesses,87 Beveridges Rd,Lakes Entrance,Vic,3909,Australia,,,,,,,,,,
10719,Richmond Churches Food Centre Incorporated,Behind St Ignatius Church,Richmond,VIC,3121,Australia,http://richmondchurches.weebly.com/,,,Y,,Y,Y,Y,Y,Y
10720,Goodwill Collective Inc,204 Hickling Ave,Greensborough,Victoria,3088,Australia,www.goodwillcollective.org,,,,,Y,,Y,,Y
10721,Dharma Association Inc.,U 5 2 Gordon Gr,South Yarra,Victoria,3141,Australia,www.universal-dharma.org,,,,,,,,,
10722,The Trustee for Hillsong International,1-9 Solent Circuit,Norwest,NSW,2153,,www.hillsong.com,,,,,,,,,
10723,The Trustee For The Reverend G B Williams Bequest,209 Flinders Lane,Melbourne,VIC,3000,,www.melbourneanglican.org.au,,,,,,,,,
10724,The Loreto Mandeville Hall Association Inc. Scholarship Fund,,,,,Australia,loretotoorak.vic.edu.au,,,,Y,,,,,
10725,Deep Creek Child Care Centre Inc,510 Blackburn Road,Doncaster East,VIC,3109,Australia,,,,,,,,,,
10726,Sounds of Apostolic Mission Church,26 Rickett St,Haynes,Western Australia,6112,Australia,,,,,Y,Y,Y,Y,Y,Y
10727,Woomelang And District Bush Nursing Centre Incorporated,16 Proctor St,Woomelang,Victoria,3485,Australia,http://www.wbnc.org.au,,,,,Y,Y,Y,Y,
10728,Early Childhood Australia - Victoria Branch Inc,L 3 Se 1 145-163 Smith St,Fitzroy,Victoria,3065,Australia,http://www.earlychildhoodaustralia.org.au/state-territory-branches/victoria/,Y,,,Y,Y,Y,Y,Y,
10729,The Trustee for the Alex Tseng & Greg Prouse Foundation,,,,,,,Y,,,Y,Y,,,,
10730,Jim & Debra Walker Ministries Incorporated,Po Box 2224,Rowville,Victoria,3178,Australia,http://www.jdwalkerministries.com,,,,,,,Y,,
10731,Drysdale Preschool Incorporated,17-21 Palmerston St,Drysdale,Victoria,3222,Australia,https://bethanykindergartens.org.au/kindergarten/drysdale-preschool,Y,,,,Y,,,,
10732,Western Heights Common Equity Rental Housing Co-Operative Ltd,,,,,,,,,,,,,,,
10733,Nillumbik U3A Inc,730 Main Rd,Eltham,Victoria,3095,Australia,www.nillumbiku3a.org.au,Y,,,,,,,,
10734,Cleft Palate & Lip Society,Po Box 2352,Oakleigh,Victoria,3166,Australia,cleftpalsvic.com,,,Y,Y,Y,,,,
10735,State Coal Mine - Rescue Station Arts Inc,56-58 Kirrak St,North Wonthaggi,Victoria,3995,Australia,www.rescuestationarts.org.au,,,,Y,Y,Y,Y,Y,
10736,The Trustee For Church Of The Living God Melbourne Trust,,,,,Australia,,,,,Y,Y,Y,Y,Y,
10737,South Gippsland Group Of Melbournelegacy Inc,12 Bazley St,Leongatha,Victoria,3953,Australia,,,,Y,,,,,,
10738,Chabad On Carlisle (FREE) Incorporated,,,,,,www.chabadoncarlisle.com.au/,,,,Y,Y,Y,,Y,
10739,Gunditjmara Aboriginal Co-Op Ltd,135-137 Kepler St,Warrnambool,Victoria,3280,Australia,https://www.gunditjmara.org.au,,Y,Y,Y,Y,Y,Y,Y,Y
10740,Switchboard (Victoria) Inc,Victorian Pride Centre,St Kilda,Victoria,3182,Australia,www.switchboard.org.au,,,Y,,Y,Y,Y,Y,Y
10741,Melbourne Mandolin Orchestra Incorporated Trust,,,,,Australia,,,,,,,Y,,Y,
10742,Mission Congregation Servants Of The Holy Spirit,Holy Spirit Home,Carseldine,Queensland,4034,Australia,www.holyspiritsisters.org.au,,,,,Y,,,,Y
10743,Lakes Community Church Inc,125 Palmers Rd,Lakes Entrance,Victoria,3909,Australia,www.lakescommunitychurch.org,,,,Y,Y,Y,,Y,
10744,MAHAYOGAM AUSTRALIA INC.,37 Kondalilla Pl,Fitzgibbon,Queensland,4018,Australia,https://www.mahayogam.org.au/,,,,Y,Y,Y,,Y,
10745,Elwood Talmud Torah Congregation Inc,39 Dickens St,Elwood,Victoria,3184,Australia,www.elwoodshule.org,,,,Y,,Y,,Y,
10746,St Stephen's Anglican Church Richmond,360 Church Street,Richmond,VIC,3121,Australia,www.ststephensrichmond.org,,,,,Y,Y,Y,Y,Y
10747,Friends of Penleigh & Essendon Grammar School Inc,Po Box 417,Niddrie,Victoria,3042,Australia,https://www.pegs.vic.edu.au/community/friends-of-pegs,Y,,,Y,,,,,
10748,Periscope Productions,450 Abbotsford St,North Melbourne,Victoria,3051,Australia,www.periscopeprod.com,,,,,,Y,,Y,
10749,The Trustee For The Collingwood Football Club Community Foundation,10 Olympic Bvd,Melbourne,Victoria,3004,Australia,,,,,,Y,,,,Y
10750,The Trustee For The Hamilton Art Gallery Trust,107 BROWN STREET,HAMILTON,VIC,3300,Australia,http://www.hamiltongallery.org/support/index.asp#trust,,,,,,,,,
10751,Macedon Ranges Montessori Pre School,61 Main Road,Riddells Creek,VIC,3431,Australia,http://www.macedonrangesmontessori.com.au,Y,,,,Y,,,,
10752,Australian Society for Biophysics Inc.,Victor Chang Cardiac Research Institute,Darlinghurst,New South Wales,2010,Australia,https://www.biophysics.org.au/,Y,,,,,,,,
10753,Moe Neighbourhood House Inc,1 James St,Moe,Victoria,3825,Australia,www.moeneighbourhoodhouse.org,,,,,,,Y,,
10754,Red Nose Limited,"SUITE 4, Level 1",SURREY HILLS,Victoria,3127,Australia,www.rednose.org.au,,,,,,,,,
10755,Wodonga Rsl Sub Branch,,,,,Australia,wodongarsl.com.au,,,,,Y,,,,
10756,The Trustee For The Joseph William Briggs Bequest,209 Flinders Lane,Melbourne,VIC,3000,,www.melbourneanglican.org.au,,,,,,,,,
10757,St Brendan's Catholic Church Flemington,103 Wellington Street,Flemington,VIC,3031,,https://flemkencatholic.com,,,,Y,Y,Y,Y,Y,Y
10758,Rotary Action Group for Family Safety Inc,1 Needlewood Court,Gisborne,Victoria,3437,Australia,http://www.ragfamsafe.org,,,,,Y,,,,
10759,TRARALGON RSL SUB-BRANCH PATRIOTIC FUND,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
10760,Uca - Tylden,18 Trentham Rd,Tylden,Victoria,3444,Australia,,,,,,Y,,,,
10761,Melbourne University Law Students' Society,185 Pelham St,Carlton,Victoria,3053,Australia,mulss.com,Y,,,,,Y,Y,,
10762,St Vincent De Paul Catholic Church Strathmore,2 The Crossway,Strathmore,VIC,3041,,http://pol.org.au/strathmore,,,,Y,Y,Y,Y,Y,Y
10763,Ivanhoe Grammar School - Friends Of Ridgeway Theatre,,,,,Australia,,Y,,,Y,,,,,
10764,Music Matinee Incorporated,29 May St,Deepdene,Victoria,3103,Australia,www.musicmatinee.org,,,,,Y,Y,,Y,
10765,Anthroposophical Society Of Victoria - Michael Group Inc,,,,,Australia,,Y,,,Y,Y,Y,Y,Y,
10766,Linc Church Services Network Yarra Valley Inc,2442-2444 Warburton Hwy,Yarra Junction,Victoria,3797,Australia,http://www.lincyarravalley.org.au,,,,,Y,,Y,,Y
10767,Cerebral Palsy Education Centre,End of Beacon Street,Glen Waverley,VIC,3150,Australia,www.cpec.org.au,,Y,Y,Y,Y,Y,,Y,
10768,Old Xaverians Association,Xavier College,Kew,Victoria,3101,Australia,www.xavnet.com.au,Y,,,Y,,Y,,Y,
10769,OneStarfish Foundation,16 Willow Dr,Hampton Park,Victoria,3976,Australia,,Y,,Y,Y,,,Y,,
10770,Multicultural Aged Care Services Geelong Inc.,100 Weddell Rd,North Geelong,Victoria,3215,Australia,www.macs.org.au,,Y,Y,,,Y,Y,Y,
10771,Harrietville Historic Society,9 Bon Accord Trk,Harrietville,Victoria,3741,Australia,www.facebook.com/harrietvillehistoricalsociety/,,,,Y,Y,,,,
10772,The Trustee For The Opera Scholars Australia Trust,80 Strathalbyn St,Kew East,Victoria,3102,Australia,https://operascholars.au,,,,,,Y,Y,Y,
10773,UCA- BEAUMARIS,Beaumaris Uniting Church,Beaumaris,VIC,3193,Australia,beaumarisunitingchurch.org.au,,,,Y,Y,Y,,Y,
10774,Leopold Community & Learning Centre Inc.,31-39 Kensington Rd,Leopold,Victoria,3224,Australia,http://www.leopoldcommunitycentre.com.au,Y,,Y,,Y,Y,Y,Y,
10775,Grow Hope Foundation Limited,37 Melrose St,Sandringham,Victoria,3191,Australia,www.growhope.org.au,Y,,Y,Y,,Y,,Y,
10776,Kilfinan Australia Ltd,L 6 432 St Kilda Rd,Melbourne,Victoria,3004,Australia,www.kilfinanaustralia.org.au,,,,,,,,,
10777,Herd of Hope Limited,14 Auricht Ave,Tanunda,South Australia,5352,Australia,www.herdofhope.com.au,,,,,,,Y,,
10778,BRUNSWICK PICTURE HOUSE ENTERTAINMENT LIMITED,30 Fingal St,Brunswick Heads,New South Wales,2483,Australia,brunswickpicturehouse.com,,,,,,,,,
10779,Sports Environment Alliance Incorporated,U 1002 16 Liverpool St,Melbourne,Victoria,3000,Australia,www.sportsenvironmentalliance.org,,,,,Y,,,,
10780,Active Farmers Ltd,"""Gundouran""",Mangoplah,NSW,2652,Australia,http://activefarmers.com.au,,,Y,,,,,,
10781,CEC Marengo Ltd,Po Box 296,Apollo Bay,Victoria,3233,Australia,www.wildlifewonders.org.au,,,,,,,,,
10782,Active Vets Australia Limited,U 3 122 Para Rd,Montmorency,Victoria,3094,Australia,www.active.org.au,,,Y,,,,,,
10783,Oz Assist Inc,Po Box 574,Dromana,Victoria,3936,Australia,www.ozassist.org,,,,Y,Y,Y,Y,Y,Y
10784,MINDFUL LIVING LAND - MELBOURNE INCORPORATED,235 Sydney Rd,Coburg,Victoria,3058,Australia,mientinhthucmelbourne.org,,,,,,,,,
10785,THE INFLAMMATORY BREAST CANCER NETWORK FOUNDATION AUSTRALIA LTD,,,,,,www.ibcnetworkau.org,,,,,Y,Y,,Y,
10786,OPEN MEDICINE FOUNDATION AUSTRALIA LIMITED,,,,,,https://www.omfaustralia.ngo,,,,Y,Y,Y,,Y,
10787,Ganybu Housing Aboriginal Corporation,86 Galpu Road,Yirrkala,NT ,880,AUSTRALIA,,,,Y,,,,,,
10788,Caleb Enterprises,895 Edenhope-goroke Rd,Karnak,Victoria,3401,Australia,,,,,,Y,Y,Y,Y,Y
10789,AUSTRALIA CLIMATE ACTION FUND LTD,17 filbert Street,Caulfield South,Victoria,3162,Australia,www.australiaclimateactionfund.org.au,,,,,,,,,
10790,GREEK ORTHODOX ARCHDIOCESE OF AUSTRALIA  PARISH BALWYN LADIES AUX,3-5 MACEDON AVENUE,NORTH BALWYN,VIC,3104,AUSTRALIA,,,,,,,,,,
10791,PINNACLE CHURCH LTD,Dulap Wilim Hub,Sunbury,VIC,3429,Australia,https://www.pinnaclechurch.org.au/,,,,,,,,,
10792,Thelma and Paul Constantinou Foundation,LEVEL 3,CREMORNE,VIC,3121,Australia,,,,,Y,,,,,
10793,Gospel Light Ministries International Inc,,,,,Australia,http://www.upperroomhub.org.au,,,,Y,Y,Y,Y,Y,Y
10794,Inverloch Surf Life Saving Club,163 Surf Parade,Inverloch,VIC,3996,Australia,www.islsc.org.au,,,,Y,,Y,Y,Y,
10795,Aardvark Music Inc,L 4 412 Collins St,Melbourne,Victoria,3000,Australia,www.aardvarkmusic.org,,,,,,,,,
10796,Charlton Golden Grains Museum Inc,PO Box 30,Charlton,VIC,3525,Australia,www.charltongoldengrainsmuseum.com.au,,,,,,,,,
10797,Bellarine Gateway Anglican Parish,PO Box 54,Leopold,VIC,3224,Australia,www.bgap.church,,,,,Y,Y,Y,Y,Y
10798,Gippsland Christian Broadcasters Inc,204 Raymond St,Sale,VIC,3850,Australia,www.lifefm.com.au,,,Y,,,,,,
10799,The Carnegie Church of Christ,40 Toolambool Rd,Carnegie,Victoria,3163,Australia,http://www.carnegiechurch.com,,,,,Y,Y,Y,Y,Y
10800,Saint Francis Xavier's Catholic Church Frankston,60 Davey Street,Frankston,VIC,3199,,https://www.frankstoncatholic.com.au,,,,Y,Y,Y,Y,Y,Y
10801,Uca - Warragul,210 Sutton St,Warragul,Victoria,3820,Australia,www.warragul.unitingchurch.org,,,,,Y,,,,
10802,The Albanian Australian Islamic Society,765 Drummond St,Carlton North,Victoria,3054,Australia,www.aais.org.au,,,,Y,Y,,,,
10803,THE TRUSTEE FOR ANTHONY & SHARON LEE FOUNDATION,,,,,,,,,,,,,,,
10804,The Eric And Elizabeth Gross Foundation,,,,,,,,,,,,,Y,,Y
10805,Lilydale RSL Sub-Branch Building Patriotic Fund,52 Anderson Street,LILYDALE,VIC,3140,,,,,,,,,,,
10806,Francis Foundation Incorporated,78 Banyan St,Warrnambool,Victoria,3280,Australia,,,,,,,,,,Y
10807,St Brigids School,98 Inglis Street,Ballan,VIC,3342,,,Y,,,Y,Y,Y,Y,Y,
10808,Positive Women (Victoria) Inc,Ground Floor 95 Coventry Street,Southbank,VIC,3006,Australia,www.positivewomen.org.au,,Y,,,,Y,,,
10809,St Joseph's School Coleraine,67 Read Street,Coleraine,VIC,3315,,,Y,,,Y,Y,Y,Y,Y,
10810,Uca - Western Port Parish,,,,,Australia,,,,,,Y,Y,,Y,
10811,The Trustee For The Victorian Nurses and Midwives Trust,50 Camberwell Rd,Hawthorn East,Victoria,3123,Australia,,,,,,Y,Y,,Y,
10812,Chrisalis Foundation Inc.,Po Box 1022,Waverley Gardens,Victoria,3170,Australia,www.chrisalisfoundation.org.au,,,Y,,,Y,,,
10813,Bendigo Diocesan Trusts Corporation,PO Box 2,Bendigo,VIC,3552,,www.bendigoanglican.org.au,,,,,,,,,
10814,We Believe In Unicorns,8 Standen St,Swan Hill,Victoria,3585,Australia,https://www.facebook.com/we.believe.in.unicorns.inc,,,,Y,Y,,Y,,
10815,Tarrawarra Abbey Foundation,659 Healesville-Yarra Glen Road,Tarrawarra,,3775,,https://www.cistercian.org.au,,,,,,,,,
10816,Merri Creek Anglican Church,U 3 104 Johnston St,Fitzroy,Victoria,3065,Australia,http://www.merricreek.org/,,,,Y,Y,,,,
10817,Melbourne South East Wesleyan Methodist Church,2 Portobello Rd,Pakenham,Victoria,3810,Australia,hope4wesleyan.org.au,,,,Y,Y,Y,Y,Y,Y
10818,Community Information & Support Cranbourne Inc,156 Sladen Street,Cranbourne,Victoria,3977,Australia,www.ciscranbourne.org.au,,,Y,,Y,,Y,,Y
10819,Victor and Loti Smorgon Family Charitable Trust,Level 12 Como Office Tower,South Yarra,VIC,3141,Australia,,,,,,,,,,
10820,Bellarine Living And Learning Centre Inc,20 Worden Ct,Whittington,Victoria,3219,Australia,www.bllc.org.au,,,Y,Y,,,Y,,
10821,Sandy Point Community Mens Shed Inc,17-19 Ocean View Parade,Sandy Point,VIC,3959,Australia,,,,Y,,,,,,
10822,Gippsland Multicultural Services Inc.,26 - 28 Tarwin Street,MORWELL,VIC,3840,Australia,www.gms.org.au,,,,,,Y,,,
10823,Shepparton Congregation of Jehovah's Witnesses,75 -77 Echuca Road,Mooroopna,VIC,3629,Australia,,,,,,,,,,
10824,Australian College of Strata Lawyers Inc,179 Cracknell Rd,Tarragindi,Queensland,4121,Australia,http://www.acsl.net.au,,,,,Y,Y,,Y,
10825,Ivanhoe Grammar School - Friends Of Ridgeway Music,,,,,Australia,,Y,,,Y,,,,,
10826,St Matthias Anglican Church North Richmond,2a William St,Abbotsford,Victoria,3067,Australia,https://www.stmatthias.org.au/,,,,Y,Y,Y,,Y,
10827,Floral Acts of Kindness Inc.,338A Orrong Rd,CAULFIELD NORTH,Victoria,3161,Australia,www.floralactsofkindness.org,,,Y,,Y,Y,Y,,Y
10828,Association for Culturally Appropriate Services,544 William Street,Perth,Western Australia,6050,Australia,https://www.afcas.net,,,Y,,,,,,
10829,Council On The Ageing (Vic) Inc,Suite 2.5,Melbourne,Victoria,3001,Australia,http://www.cotavic.org.au,,,,,,Y,Y,Y,
10830,Thomas Arthur Alfred Estate,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
10831,DAY BY DAY CHRISTIAN MINISTRIES,10 Onyx Cres,Officer,Victoria,3809,Australia,http://www.daybydaymelbourne.org,,,,Y,Y,,,,
10832,Education Development Association,Warrane College,Kensington,New South Wales,2033,Australia,http://www.eda.edu.au,Y,,,,Y,Y,Y,Y,
10833,Australian Greek Welfare Society Limited,7 Union St,Brunswick,Victoria,3056,Australia,http://www.pronia.com.au/,,,,,Y,Y,Y,Y,
10834,The Australian Orchid Foundation,Po Box 440,Yarra Glen,Victoria,3775,Australia,www.australianorchidfoundation.org.au,,,,,,,,,
10835,Victorian Vocational Rehabilitation Association,1-7 Belfast St,Broadmeadows,Victoria,3047,Australia,https://www.brite.org.au,,,,,,Y,Y,,
10836,Ringwood Area Lions Aged Care Inc,29 Everard Rd,Ringwood East,Victoria,3135,Australia,https://www.ralac.org.au,,,Y,,,Y,Y,Y,Y
10837,Wodonga Citizens' Band Inc,PO Box 64,Wodonga,VIC,3689,Australia,www.wodongabrass.org.au,,,,,,,,,
10838,Wired for Glory Church Inc.,89 Rose St,Essendon,Victoria,3040,Australia,www.wiredforglory.org,,,,Y,Y,,Y,,
10839,The Trustee For The Girton Grammar Building Fund,105 Mackenzie St,Bendigo,Victoria,3550,Australia,www.girton.vic.edu.au,,,,Y,,,,,
10840,Sea Lake Pre School Centre Inc,Sea Lake Pre School,Sea Lake,Victoria,3533,Australia,,Y,,,,,,,,
10841,Australian And New Zealand College Of Anaesthetists,630 St Kilda Rd,Melbourne,Victoria,3004,Australia,www.anzca.edu.au,,,,,,Y,,Y,
10842,Eckankar Society Of Southern Australia,14 Coleman St,Yarra Junction,Victoria,3797,Australia,https://eckankar-essa.org.au/,,,,Y,Y,Y,,Y,
10843,The Trustee For The Frank & Florence Mccall Memorial Fund,209 Flinders Lane,Melbourne,VIC,3000,,www.melbourneanglican.org.au,,,,,,,,,
10844,Children's Protection Society Foundation Limited,70 Altona Street,HEIDELBERG WEST,VIC,3081,AUSTRALIA,www.kidsfirstaustralia.org.au,,,Y,Y,Y,,Y,,
10845,Village Well Community Centre Inc,3 Ellingworth Pde,Box Hill,Victoria,3128,Australia,http://www.boxhillbaptist.org.au,,,Y,,,,Y,,
10846,BCYF - Bethany Kindergarten Services Limited,16 Ballarat Road,Hamlyn Heights,VIC,3215,Australia,https://bethanykindergartens.org.au/,Y,,,,Y,,Y,,
10847,Hope Street Youth And Family Services Incorporated,,,,,,www.hopest.org,,,,,,,,,Y
10848,Shepparton Access,227 Wyndham St,Shepparton,Victoria,3630,Australia,www.sheppaccess.com.au,,,,,Y,Y,,Y,
10849,Bluearth Foundation,50 Rouse St,Port Melbourne,Victoria,3207,Australia,www.bluearth.org,,,,Y,,,,,
10850,WORLD EDUCATION PROGRAM AUSTRALIA LIMITED,475-479 Hampton St,Hampton,Victoria,3188,Australia,https://wep.org.au/,Y,,,,,,,,
10851,Clayton Chinese Christian Church Inc,4 Surrey Cres,Oakleigh East,Victoria,3166,Australia,https://cccc.church,,,,,,,,,
10852,Risk Management Institution Of Australasia Limited,20 Rosedale Road,Gordon,New South Wales,2072,Australia,www.rmia.org.au,,,,,,,,,
10853,Paynesville Men's Shed Incorporated,59 Main Rd,Paynesville,Victoria,3880,Australia,,,,,,,,,Y,
10854,The Trustee For Estate Doris Lillian Clayton,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
10855,Centre For Multicultural Youth,304 Drummond Street,Carlton,VIC,3053,Australia,www.cmy.net.au,,,Y,Y,Y,Y,Y,Y,Y
